Business ID,Business name,Store ID,Store name,Merchant store ID,Payout date,Currency,Channel,Subtotal,Subtotal tax passed to merchant,Staff tip,Commission,Payment processing fee,Marketing fees | (including any applicable taxes),Customer discounts from marketing | (funded by you),Customer discounts from marketing | (funded by DoorDash),Customer discounts from marketing | (funded by a third-party),DoorDash marketing credit,Third-party contribution,Marketing fees (for historical reference only) | (all discounts and fees),Marketing fee tax (for historical reference only) | (taxes on any applicable marketing fees),Ad fee (for historical reference only),Ad fee tax (for historical reference only),Error charges,Adjustments,Adjustments (for historical reference only),Net total,Net total (for historical reference only),Subtotal for tax,Subtotal tax remitted by DoorDash to tax authorities,DoorDash funded subtotal discount amount | (for historical reference only),Merchant funded subtotal discount amount | (for historical reference only),Payout ID,Payout status
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-26,USD,Marketplace,542.54,29.64,0.00,-70.18,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-55.59,0.00,-23.76,0.00,-20.23,NULL,0.00,NULL,402.42,493.88,0.00,0.00,48.66,377870735,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-25,USD,Marketplace,1073.60,59.13,0.00,-143.08,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-103.08,0.00,-47.00,0.00,-28.69,NULL,0.00,NULL,810.88,985.37,0.00,0.00,88.23,377863873,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-24,USD,Marketplace,1297.43,71.52,0.00,-178.80,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-117.43,0.00,-46.03,0.00,0.00,NULL,1.93,NULL,1028.62,1191.88,0.00,10.00,105.55,377341187,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-23,USD,Marketplace,721.49,40.56,0.00,-98.79,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-53.57,0.00,-8.40,0.00,0.00,NULL,0.00,NULL,601.29,675.84,0.00,0.00,45.65,377268531,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-22,USD,Marketplace,1730.98,95.74,1.58,-236.01,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-156.55,0.00,-46.23,0.00,-1.93,NULL,0.00,NULL,1387.58,1595.22,0.00,10.00,135.76,377143190,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-19,USD,Marketplace,570.20,30.81,0.00,-75.07,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-66.58,0.00,-27.66,0.00,0.00,NULL,3.23,NULL,434.93,513.77,0.00,15.00,56.43,376492271,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-18,USD,Marketplace,532.25,29.21,5.99,-67.16,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-53.55,0.00,-37.43,0.00,0.00,NULL,0.00,NULL,409.31,486.62,0.00,0.00,45.63,376446322,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-17,USD,Marketplace,1069.19,58.07,0.00,-145.17,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-113.49,0.00,-22.66,0.00,0.00,NULL,0.00,NULL,845.94,967.58,0.00,0.00,101.61,375938053,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-16,USD,Marketplace,1043.05,56.17,4.24,-131.92,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-117.05,0.00,-16.59,0.00,0.00,NULL,0.00,NULL,837.90,935.90,0.00,0.00,107.15,375895561,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-15,USD,Marketplace,1505.50,81.88,5.22,-189.06,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-162.37,0.00,-38.44,0.00,0.00,NULL,9.85,NULL,1212.58,1364.91,0.00,0.00,140.59,375750130,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-12,USD,Marketplace,288.95,15.69,0.00,-36.88,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-31.46,0.00,-28.95,0.00,0.00,NULL,0.00,NULL,207.35,261.45,0.00,3.80,27.50,375107612,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-11,USD,Marketplace,566.45,29.95,0.00,-73.10,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-72.37,0.00,-25.96,0.00,-9.85,NULL,0.00,NULL,415.12,499.25,0.00,10.00,67.20,375038255,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-10,USD,Marketplace,789.40,42.46,12.76,-92.24,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-89.70,0.00,-20.63,0.00,0.00,NULL,0.00,NULL,642.05,707.62,0.00,15.00,81.78,374557306,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-09,USD,Marketplace,1426.42,77.87,4.23,-189.11,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-138.76,0.00,-38.08,0.00,-3.23,NULL,26.64,NULL,1165.98,1297.56,0.00,0.00,128.86,374482988,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-08,USD,Marketplace,1355.11,73.46,5.83,-179.91,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-149.52,0.00,-80.17,0.00,0.00,NULL,0.00,NULL,1024.80,1223.73,0.00,0.00,131.38,374301699,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-05,USD,Marketplace,414.72,22.93,0.00,-55.96,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-38.55,0.00,-14.51,0.00,0.00,NULL,0.00,NULL,328.63,382.11,0.00,0.00,32.61,373682045,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-04,USD,Marketplace,1222.51,65.46,0.00,-163.60,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-143.18,0.00,-74.00,0.00,-0.81,NULL,0.00,NULL,906.38,1090.58,0.00,13.49,131.93,373628486,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-03,USD,Marketplace,806.01,43.49,0.00,-108.73,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-88.24,0.00,-43.41,0.00,-25.83,NULL,14.53,NULL,597.82,724.79,0.00,3.80,81.22,373135404,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-02,USD,Marketplace,1196.54,65.07,2.26,-157.36,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-120.89,0.00,-51.47,0.00,0.00,NULL,0.00,NULL,934.15,1084.53,0.00,5.00,112.01,373089979,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-04-01,USD,Marketplace,1707.98,91.70,1.54,-221.60,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-188.56,0.00,-41.27,0.00,-49.84,NULL,0.00,NULL,1299.95,1528.39,0.00,5.10,179.59,372910097,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-29,USD,Marketplace,452.64,24.72,1.05,-60.91,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-49.62,0.00,-27.07,0.00,0.00,NULL,0.00,NULL,340.81,411.93,0.00,0.00,40.71,372297961,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-28,USD,Marketplace,903.03,48.74,0.00,-120.80,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-103.60,0.00,-32.16,0.00,-6.03,NULL,0.00,NULL,689.18,812.30,0.00,0.00,90.73,372270020,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-27,USD,Marketplace,881.66,48.81,0.00,-121.97,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-75.42,0.00,-32.88,0.00,-3.50,NULL,57.62,NULL,754.32,813.17,0.00,7.19,68.49,371736606,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-26,USD,Marketplace,912.45,51.58,0.00,-127.60,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-60.83,0.00,-9.49,0.00,0.00,NULL,0.00,NULL,766.11,859.54,0.00,3.00,52.91,371687907,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-25,USD,Marketplace,1430.38,77.01,4.39,-188.26,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-172.52,0.00,-77.31,0.00,-32.07,NULL,0.00,NULL,1041.62,1283.60,0.00,0.00,146.78,371514635,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-22,USD,Marketplace,812.05,44.07,5.05,-106.26,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-88.86,0.00,-43.41,0.00,-3.47,NULL,0.00,NULL,619.17,734.08,0.00,0.00,77.97,370894291,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-21,USD,Marketplace,786.80,43.10,1.34,-103.39,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-74.75,0.00,-11.96,0.00,-4.31,NULL,0.00,NULL,636.83,717.99,0.00,39.50,68.81,370860162,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-20,USD,Marketplace,714.40,39.14,3.62,-95.21,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-69.94,0.00,-46.19,0.00,-7.00,NULL,0.00,NULL,538.82,652.38,0.00,19.49,62.02,370339504,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-19,USD,Marketplace,1108.35,59.97,0.00,-147.87,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-116.83,0.00,-23.10,0.00,0.00,NULL,0.00,NULL,880.52,999.44,0.00,0.00,108.91,370280210,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-18,USD,Marketplace,1955.50,107.03,1.62,-263.27,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-195.08,0.00,-38.63,0.00,0.00,NULL,0.00,NULL,1567.17,1783.19,0.00,12.14,172.31,370148884,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-15,USD,Marketplace,652.78,35.16,0.00,-86.74,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-73.88,0.00,-15.08,0.00,-10.77,NULL,0.00,NULL,501.47,585.83,0.00,0.00,66.95,369490086,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-14,USD,Marketplace,579.60,31.74,0.00,-77.40,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-58.52,0.00,-28.54,0.00,0.00,NULL,0.00,NULL,446.88,529.00,0.00,0.00,50.60,369440178,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-13,USD,Marketplace,1051.45,58.17,3.57,-145.30,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-92.14,0.00,-32.94,0.00,0.00,NULL,4.85,NULL,847.66,969.21,0.00,0.00,82.24,368923303,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-12,USD,Marketplace,958.11,52.61,1.52,-130.09,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-92.20,0.00,-48.51,0.00,0.00,NULL,0.00,NULL,741.44,876.80,0.00,0.00,81.31,368899590,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-11,USD,Marketplace,1332.52,72.99,19.60,-169.39,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-136.28,0.00,-75.11,0.00,-4.85,NULL,0.00,NULL,1039.48,1216.04,0.00,0.00,116.48,368497789,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-08,USD,Marketplace,469.36,25.77,0.00,-62.28,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-44.66,0.00,0.00,0.00,0.00,NULL,0.00,NULL,388.19,429.65,0.00,13.18,39.71,368035753,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-07,USD,Marketplace,938.05,50.62,0.00,-120.70,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-105.49,0.00,-35.65,0.00,0.00,NULL,0.00,NULL,726.83,843.45,0.00,0.00,94.60,367591084,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-06,USD,Marketplace,838.68,46.57,0.00,-109.78,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-72.82,0.00,-11.41,0.00,0.00,NULL,0.00,NULL,691.24,775.76,0.00,0.00,62.92,367478474,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-05,USD,Marketplace,835.38,44.30,1.98,-109.52,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-106.00,0.00,-34.66,0.00,0.00,NULL,0.00,NULL,631.48,738.29,0.00,8.50,97.09,367442805,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-04,USD,Marketplace,1515.01,82.38,0.00,-196.27,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-163.84,0.00,-65.11,0.00,0.00,NULL,0.00,NULL,1172.17,1372.95,0.00,3.39,142.06,367303290,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-03-01,USD,Marketplace,502.47,27.29,0.00,-67.45,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-52.43,0.00,-4.10,0.00,0.00,NULL,0.00,NULL,405.78,454.99,0.00,0.00,47.48,366597209,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-02-29,USD,Marketplace,803.84,43.71,0.00,-109.26,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-85.39,0.00,-25.78,0.00,-7.00,NULL,0.00,NULL,620.12,728.35,0.00,0.00,75.49,366114792,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-02-28,USD,Marketplace,840.11,45.63,4.10,-110.96,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-90.97,0.00,-13.19,0.00,0.00,NULL,0.00,NULL,674.72,760.03,0.00,0.00,80.08,365969784,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-02-27,USD,Marketplace,889.36,47.41,1.83,-116.03,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-115.40,0.00,-45.92,0.00,0.00,NULL,28.62,NULL,689.87,789.80,0.00,0.00,99.56,365921104,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-02-26,USD,Marketplace,1465.70,79.94,2.78,-194.69,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-148.30,0.00,-54.66,0.00,-28.62,NULL,0.00,NULL,1122.15,1332.25,0.00,23.43,133.45,365779869,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-02-23,USD,Marketplace,298.48,16.27,0.00,-39.77,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-30.40,0.00,-20.70,0.00,0.00,NULL,0.00,NULL,223.88,271.05,0.00,9.77,27.43,365108464,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-02-22,USD,Marketplace,669.72,36.76,0.00,-91.88,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-66.27,0.00,-12.51,0.00,0.00,NULL,0.00,NULL,535.82,612.36,0.00,10.00,57.36,364574419,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-02-21,USD,Marketplace,1128.79,62.36,0.00,-154.14,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-100.77,0.00,-26.24,0.00,0.00,NULL,0.00,NULL,910.00,1038.91,0.00,9.50,89.88,364506208,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-02-20,USD,Marketplace,799.24,43.78,0.00,-108.37,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-79.59,0.00,-26.78,0.00,0.00,NULL,8.74,NULL,637.02,729.55,0.00,7.59,69.69,364468722,PAID
223895,Aroma Pizza & Pasta,486867,Aroma Pizza & Pasta,NULL,2024-02-19,USD,Marketplace,1782.42,98.54,0.00,-245.24,0.00,NULL,NULL,NULL,NULL,NULL,NULL,-161.40,0.00,-42.98,0.00,-30.51,NULL,0.00,NULL,1400.83,1641.81,0.00,14.97,140.61,364279705,PAID
